ReleaseDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20161213,06003,Alpine County,CA,0.00,0.00,4.12,81.96,13.92,0.00,2016-12-13,2016-12-19,2
20161206,06003,Alpine County,CA,0.00,0.00,4.12,81.96,13.92,0.00,2016-12-06,2016-12-12,2
20161129,06003,Alpine County,CA,0.00,0.00,4.12,81.96,13.92,0.00,2016-11-29,2016-12-05,2
20161122,06003,Alpine County,CA,0.00,0.00,4.12,81.96,13.92,0.00,2016-11-22,2016-11-28,2
20161115,06003,Alpine County,CA,0.00,0.00,4.12,81.96,13.92,0.00,2016-11-15,2016-11-21,2
20161108,06003,Alpine County,CA,0.00,0.00,4.12,81.96,13.92,0.00,2016-11-08,2016-11-14,2
20161101,06003,Alpine County,CA,0.00,0.00,4.40,81.68,13.92,0.00,2016-11-01,2016-11-07,2
20161025,06003,Alpine County,CA,0.00,0.00,4.40,81.68,13.92,0.00,2016-10-25,2016-10-31,2
20161018,06003,Alpine County,CA,0.00,0.00,4.40,81.68,13.92,0.00,2016-10-18,2016-10-24,2
20161011,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-10-11,2016-10-17,2
20161004,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-10-04,2016-10-10,2
20160927,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-09-27,2016-10-03,2
20160920,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-09-20,2016-09-26,2
20160913,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-09-13,2016-09-19,2
20160906,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-09-06,2016-09-12,2
20160830,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-08-30,2016-09-05,2
20160823,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-08-23,2016-08-29,2
20160816,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-08-16,2016-08-22,2
20160809,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-08-09,2016-08-15,2
20160802,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-08-02,2016-08-08,2
20160726,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-07-26,2016-08-01,2
20160719,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-07-19,2016-07-25,2
20160712,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-07-12,2016-07-18,2
20160705,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-07-05,2016-07-11,2
20160628,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-06-28,2016-07-04,2
20160621,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-06-21,2016-06-27,2
20160614,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-06-14,2016-06-20,2
20160607,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-06-07,2016-06-13,2
20160531,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-05-31,2016-06-06,2
20160524,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-05-24,2016-05-30,2
20160517,06003,Alpine County,CA,0.00,0.00,0.00,86.08,13.92,0.00,2016-05-17,2016-05-23,2
20160510,06003,Alpine County,CA,0.00,0.00,0.00,6.49,93.51,0.00,2016-05-10,2016-05-16,2
20160503,06003,Alpine County,CA,0.00,0.00,0.00,6.49,93.51,0.00,2016-05-03,2016-05-09,2
20160426,06003,Alpine County,CA,0.00,0.00,0.00,6.49,93.51,0.00,2016-04-26,2016-05-02,2
20160419,06003,Alpine County,CA,0.00,0.00,0.00,6.49,93.51,0.00,2016-04-19,2016-04-25,2
20160412,06003,Alpine County,CA,0.00,0.00,0.00,0.00,93.79,6.21,2016-04-12,2016-04-18,2
20160405,06003,Alpine County,CA,0.00,0.00,0.00,0.00,93.79,6.21,2016-04-05,2016-04-11,2
20160329,06003,Alpine County,CA,0.00,0.00,0.00,0.00,93.79,6.21,2016-03-29,2016-04-04,2
20160322,06003,Alpine County,CA,0.00,0.00,0.00,0.00,93.79,6.21,2016-03-22,2016-03-28,2
20160315,06003,Alpine County,CA,0.00,0.00,0.00,0.00,93.79,6.21,2016-03-15,2016-03-21,2
20160308,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-03-08,2016-03-14,2
20160301,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-03-01,2016-03-07,2
20160223,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-02-23,2016-02-29,2
20160216,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-02-16,2016-02-22,2
20160209,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-02-09,2016-02-15,2
20160202,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-02-02,2016-02-08,2
20160126,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-01-26,2016-02-01,2
20160119,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-01-19,2016-01-25,2
20160112,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-01-12,2016-01-18,2
20160105,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-01-05,2016-01-11,2
20151229,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-12-29,2016-01-04,2
20151222,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-12-22,2015-12-28,2
20151215,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-12-15,2015-12-21,2
20151208,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-12-08,2015-12-14,2
20151201,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-12-01,2015-12-07,2
20151124,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-11-24,2015-11-30,2
20151117,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-11-17,2015-11-23,2
20151110,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-11-10,2015-11-16,2
20151103,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-11-03,2015-11-09,2
20151027,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-10-27,2015-11-02,2
20151020,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-10-20,2015-10-26,2
20151013,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-10-13,2015-10-19,2
20151006,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-10-06,2015-10-12,2
20150929,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-09-29,2015-10-05,2
20150922,06003,Alpine County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-09-22,2015-09-28,2
20180918,06005,Amador County,CA,95.45,4.55,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,2
20180911,06005,Amador County,CA,95.45,4.55,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,2
20180904,06005,Amador County,CA,95.45,4.55,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,2
20180828,06005,Amador County,CA,95.45,4.55,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,2
20180821,06005,Amador County,CA,95.45,4.55,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,2
20180814,06005,Amador County,CA,94.93,5.07,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,2
20180807,06005,Amador County,CA,94.93,5.07,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,2
20180731,06005,Amador County,CA,94.93,5.07,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,2
20180724,06005,Amador County,CA,94.52,5.48,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,06005,Amador County,CA,94.52,5.48,0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,06005,Amador County,CA,94.52,5.48,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,06005,Amador County,CA,94.52,5.48,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,2
20180626,06005,Amador County,CA,93.67,6.33,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,2
20180619,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,2
20180612,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,2
20180605,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,2
20180529,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,2
20180417,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-17,2018-04-23,2
20180410,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-10,2018-04-16,2
20180403,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-03,2018-04-09,2
20180327,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-27,2018-04-02,2
20180320,06005,Amador County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-03-20,2018-03-26,2
20180313,06005,Amador County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-03-13,2018-03-19,2
20180306,06005,Amador County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-03-06,2018-03-12,2
20180227,06005,Amador County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,2
20180220,06005,Amador County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,2
20180213,06005,Amador County,CA,71.51,28.49,0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,2
20180206,06005,Amador County,CA,71.40,28.60,0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,2
20180130,06005,Amador County,CA,70.94,29.06,0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,2
20180123,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-23,2018-01-29,2
20180116,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-16,2018-01-22,2
20180109,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-09,2018-01-15,2
20180102,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2018-01-02,2018-01-08,2
20171226,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,2
20171219,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,2
20171212,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,2
20171205,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,2
20171128,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,2
20171121,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,2
20171114,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,2
20171107,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,2
20171031,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,2
20171024,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,2
20171017,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,2
20171010,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,2
20171003,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,2
20170926,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,2
20170919,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,2
20170912,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,2
20170905,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,2
20170829,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,2
20170822,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,2
20170815,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,2
20170808,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,2
20170801,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,2
20170725,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,2
20170718,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,2
20170711,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,2
20170704,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,2
20170627,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,2
20170620,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,2
20170613,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,2
20170606,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,2
20170530,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,2
20170523,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,2
20170516,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,2
20170509,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,2
20170502,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,2
20170425,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,2
20170418,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,2
20170411,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,2
20170404,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,2
20170328,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,2
20170321,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,2
20170314,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,2
20170307,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,2
20170228,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,2
20170221,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,2
20170214,06005,Amador County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,2
20170207,06005,Amador County,CA,97.81,2.19,0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,2
20170131,06005,Amador County,CA,97.81,2.19,0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,2
20170124,06005,Amador County,CA,97.81,2.19,0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,2
20170117,06005,Amador County,CA,63.20,36.80,0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,2
20170110,06005,Amador County,CA,10.12,86.34,3.54,0.00,0.00,0.00,2017-01-10,2017-01-16,2
20170103,06005,Amador County,CA,0.00,0.00,10.23,89.77,0.00,0.00,2017-01-03,2017-01-09,2
20161227,06005,Amador County,CA,0.00,0.00,10.23,89.77,0.00,0.00,2016-12-27,2017-01-02,2
20161220,06005,Amador County,CA,0.00,0.00,10.23,89.77,0.00,0.00,2016-12-20,2016-12-26,2
20161213,06005,Amador County,CA,0.00,0.00,8.70,91.30,0.00,0.00,2016-12-13,2016-12-19,2
20161206,06005,Amador County,CA,0.00,0.00,8.70,91.30,0.00,0.00,2016-12-06,2016-12-12,2
20161129,06005,Amador County,CA,0.00,0.00,8.70,91.30,0.00,0.00,2016-11-29,2016-12-05,2
20161122,06005,Amador County,CA,0.00,0.00,8.70,91.30,0.00,0.00,2016-11-22,2016-11-28,2
20161115,06005,Amador County,CA,0.00,0.00,8.70,91.30,0.00,0.00,2016-11-15,2016-11-21,2
20161108,06005,Amador County,CA,0.00,0.00,8.70,91.30,0.00,0.00,2016-11-08,2016-11-14,2
20161101,06005,Amador County,CA,0.00,0.00,8.70,91.30,0.00,0.00,2016-11-01,2016-11-07,2
20161025,06005,Amador County,CA,0.00,0.00,8.70,91.30,0.00,0.00,2016-10-25,2016-10-31,2
20161018,06005,Amador County,CA,0.00,0.00,8.70,91.30,0.00,0.00,2016-10-18,2016-10-24,2
20161011,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-10-11,2016-10-17,2
20161004,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-10-04,2016-10-10,2
20160927,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-09-27,2016-10-03,2
20160920,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-09-20,2016-09-26,2
20160913,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-09-13,2016-09-19,2
20160906,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-09-06,2016-09-12,2
20160830,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-08-30,2016-09-05,2
20160823,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-08-23,2016-08-29,2
20160816,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-08-16,2016-08-22,2
20160809,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-08-09,2016-08-15,2
20160802,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-08-02,2016-08-08,2
20160726,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-07-26,2016-08-01,2
20160719,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-07-19,2016-07-25,2
20160712,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-07-12,2016-07-18,2
20160705,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-07-05,2016-07-11,2
20160628,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-06-28,2016-07-04,2
20160621,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-06-21,2016-06-27,2
20160614,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-06-14,2016-06-20,2
20160607,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-06-07,2016-06-13,2
20160531,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-05-31,2016-06-06,2
20160524,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-05-24,2016-05-30,2
20160517,06005,Amador County,CA,0.00,0.00,7.37,92.63,0.00,0.00,2016-05-17,2016-05-23,2
20160510,06005,Amador County,CA,0.00,0.00,0.00,27.64,72.36,0.00,2016-05-10,2016-05-16,2
20160503,06005,Amador County,CA,0.00,0.00,0.00,27.64,72.36,0.00,2016-05-03,2016-05-09,2
20160426,06005,Amador County,CA,0.00,0.00,0.00,27.64,72.36,0.00,2016-04-26,2016-05-02,2
20160419,06005,Amador County,CA,0.00,0.00,0.00,27.64,72.36,0.00,2016-04-19,2016-04-25,2
20160412,06005,Amador County,CA,0.00,0.00,0.00,0.00,55.61,44.39,2016-04-12,2016-04-18,2
20160405,06005,Amador County,CA,0.00,0.00,0.00,0.00,55.61,44.39,2016-04-05,2016-04-11,2
20160329,06005,Amador County,CA,0.00,0.00,0.00,0.00,28.66,71.34,2016-03-29,2016-04-04,2
20160322,06005,Amador County,CA,0.00,0.00,0.00,0.00,28.66,71.34,2016-03-22,2016-03-28,2
20160315,06005,Amador County,CA,0.00,0.00,0.00,0.00,28.66,71.34,2016-03-15,2016-03-21,2
20160308,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-03-08,2016-03-14,2
20160301,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-03-01,2016-03-07,2
20160223,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-02-23,2016-02-29,2
20160216,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-02-16,2016-02-22,2
20160209,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-02-09,2016-02-15,2
20160202,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-02-02,2016-02-08,2
20160126,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-01-26,2016-02-01,2
20160119,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-01-19,2016-01-25,2
20160112,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-01-12,2016-01-18,2
20160105,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2016-01-05,2016-01-11,2
20151229,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-12-29,2016-01-04,2
20151222,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-12-22,2015-12-28,2
20151215,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-12-15,2015-12-21,2
20151208,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-12-08,2015-12-14,2
20151201,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-12-01,2015-12-07,2
20151124,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-11-24,2015-11-30,2
20151117,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-11-17,2015-11-23,2
20151110,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-11-10,2015-11-16,2
20151103,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-11-03,2015-11-09,2
20151027,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-10-27,2015-11-02,2
20151020,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-10-20,2015-10-26,2
20151013,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-10-13,2015-10-19,2
20151006,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-10-06,2015-10-12,2
20150929,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-09-29,2015-10-05,2
20150922,06005,Amador County,CA,0.00,0.00,0.00,0.00,0.00,100.00,2015-09-22,2015-09-28,2
20180918,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,2
20180911,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,2
20180904,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,2
20180828,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,2
20180821,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,2
20180814,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,2
20180807,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,2
20180731,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,2
20180724,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,2
20180626,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,2
20180619,06007,Butte County,CA,97.94,2.06,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,2
20180612,06007,Butte County,CA,97.69,2.31,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,2
20180605,06007,Butte County,CA,97.69,2.31,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,2
20180529,06007,Butte County,CA,97.69,2.31,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,06007,Butte County,CA,97.69,2.31,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,06007,Butte County,CA,97.76,2.24,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,06007,Butte County,CA,98.15,1.85,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,06007,Butte County,CA,98.98,1.02,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,06007,Butte County,CA,98.98,1.02,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,2
20180417,06007,Butte County,CA,98.98,1.02,0.00,0.00,0.00,0.00,2018-04-17,2018-04-23,2
20180410,06007,Butte County,CA,98.98,1.02,0.00,0.00,0.00,0.00,2018-04-10,2018-04-16,2
20180403,06007,Butte County,CA,43.73,56.27,0.00,0.00,0.00,0.00,2018-04-03,2018-04-09,2
20180327,06007,Butte County,CA,43.73,56.27,0.00,0.00,0.00,0.00,2018-03-27,2018-04-02,2
20180320,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-03-20,2018-03-26,2
20180313,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-03-13,2018-03-19,2
20180306,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-03-06,2018-03-12,2
20180227,06007,Butte County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,2
